1+0i,-0.9999999999999993+2.775557561562891e-16i,0.9999999999999987-5.551115123125779e-16i,-0.999999999999998+8.326672684688662e-16i,0.9999999999999973-1.110223024625154e-15i,-0.9999999999999967+1.387778780781442e-15i,0.999999999999996-1.665334536937729e-15i,-0.9999999999999953+1.942890293094016e-15i,0.9999999999999947-2.220446049250303e-15i,-0.999999999999994+2.498001805406589e-15i,0.9999999999999933-2.775557561562875e-15i,-0.9999999999999927+3.05311331771916e-15i,0.999999999999992-3.330669073875445e-15i,-0.9999999999999913+3.60822483003173e-15i,0.9999999999999907-3.885780586188015e-15i,-0.99999999999999+4.163336342344298e-15i,0.9999999999999893-4.440892098500582e-15i,-0.9999999999999887+4.718447854656865e-15i,0.999999999999988-4.996003610813148e-15i,-0.9999999999999873+5.27355936696943e-15i
1+0i,-0.9510565162951531-0.309016994374947i,0.8090169943749468+0.5877852522924719i,-0.5877852522924728-0.8090169943749455i,0.3090169943749478+0.9510565162951509i,-1.498801083243961e-15-0.999999999999997i,-0.3090169943749445+0.9510565162951505i,0.5877852522924689-0.8090169943749452i,-0.8090169943749421+0.5877852522924722i,0.9510565162951476-0.3090169943749483i,-0.999999999999994+2.997602166487923e-15i,0.9510565162951483+0.3090169943749423i,-0.8090169943749437-0.587785252292466i,0.5877852522924717+0.8090169943749388i,-0.3090169943749488-0.9510565162951441i,4.496403249731884e-15+0.9999999999999909i,0.3090169943749399-0.9510565162951459i,-0.5877852522924629+0.8090169943749421i,0.8090169943749355-0.5877852522924711i,-0.951056516295141+0.3090169943749492i
1+0i,-0.809016994374947-0.5877852522924725i,0.3090169943749476+0.951056516295152i,0.3090169943749459-0.9510565162951516i,-0.8090169943749443+0.5877852522924724i,0.9999999999999962-1.498801083243961e-15i,-0.809016994374945-0.5877852522924691i,0.3090169943749478+0.9510565162951479i,0.3090169943749433-0.9510565162951488i,-0.8090169943749406+0.5877852522924715i,0.9999999999999927-2.997602166487923e-15i,-0.8090169943749428-0.5877852522924657i,0.3090169943749481+0.9510565162951441i,0.3090169943749407-0.9510565162951456i,-0.8090169943749368+0.5877852522924706i,0.9999999999999889-4.496403249731884e-15i,-0.8090169943749408-0.5877852522924624i,0.3090169943749484+0.9510565162951402i,0.3090169943749382-0.9510565162951428i,-0.8090169943749328+0.5877852522924695i
1+0i,-0.5877852522924729-0.8090169943749466i,-0.3090169943749462+0.9510565162951522i,0.9510565162951509-0.3090169943749477i,-0.8090169943749455-0.58778525229247i,1.665334536937735e-15+0.9999999999999958i,0.8090169943749421-0.5877852522924718i,-0.9510565162951488-0.3090169943749433i,0.3090169943749478+0.9510565162951462i,0.5877852522924663-0.809016994374943i,-0.9999999999999915+3.386180225106727e-15i,0.5877852522924707+0.8090169943749377i,0.3090169943749404-0.951056516295145i,-0.9510565162951417+0.3090169943749482i,0.8090169943749405+0.5877852522924624i,-5.051514762044462e-15-0.9999999999999873i,-0.8090169943749332+0.5877852522924694i,0.9510565162951414+0.3090169943749376i,-0.3090169943749483-0.9510565162951371i,-0.5877852522924585+0.809016994374938i
1+0i,-0.3090169943749476-0.9510565162951525i,-0.8090169943749453+0.5877852522924728i,0.8090169943749459+0.5877852522924703i,0.3090169943749445-0.9510565162951506i,-0.9999999999999953+2.331468351712829e-15i,0.3090169943749483+0.9510565162951474i,0.8090169943749401-0.5877852522924719i,-0.8090169943749437-0.5877852522924658i,-0.309016994374941+0.951056516295147i,0.9999999999999907-4.662936703425657e-15i,-0.3090169943749491-0.9510565162951423i,-0.8090169943749352+0.5877852522924711i,0.8090169943749412+0.5877852522924611i,0.3090169943749373-0.9510565162951433i,-0.999999999999986+7.049916206369744e-15i,0.3090169943749499+0.9510565162951373i,0.8090169943749301-0.5877852522924703i,-0.809016994374939-0.5877852522924566i,-0.3090169943749336+0.9510565162951395i
1+0i,-4.996003610813204e-16-0.9999999999999991i,-0.9999999999999982+9.992007221626401e-16i,1.498801083243959e-15+0.9999999999999973i,0.9999999999999964-1.998401444325277e-15i,-2.498001805406594e-15-0.9999999999999956i,-0.9999999999999947+2.99760216648791e-15i,3.497202527569225e-15+0.9999999999999938i,0.9999999999999929-3.996802888650539e-15i,-4.496403249731852e-15-0.999999999999992i,-0.9999999999999911+4.996003610813165e-15i,5.495603971894478e-15+0.9999999999999902i,0.9999999999999893-5.995204332975787e-15i,-6.494804694057098e-15-0.9999999999999885i,-0.9999999999999876+6.994405055138406e-15i,7.494005416219715e-15+0.9999999999999867i,0.9999999999999858-7.993605777301021e-15i,-8.493206138382328e-15-0.9999999999999849i,-0.999999999999984+8.992806499463632e-15i,9.492406860544939e-15+0.9999999999999831i
1+0i,0.3090169943749467-0.9510565162951528i,-0.8090169943749463-0.5877852522924712i,-0.8090169943749441+0.5877852522924725i,0.3090169943749479+0.9510565162951493i,0.999999999999995-2.220446049250313e-15i,0.3090169943749431-0.9510565162951488i,-0.8090169943749437-0.5877852522924665i,-0.809016994374939+0.5877852522924714i,0.3090169943749485+0.951056516295144i,0.9999999999999902-4.385380947269368e-15i,0.3090169943749394-0.9510565162951448i,-0.809016994374941-0.587785252292462i,-0.8090169943749337+0.5877852522924703i,0.309016994374949+0.9510565162951387i,0.9999999999999851-6.716849298982197e-15i,0.3090169943749358-0.9510565162951409i,-0.8090169943749383-0.5877852522924571i,-0.8090169943749285+0.5877852522924693i,0.3090169943749497+0.9510565162951332i
1+0i,0.5877852522924721-0.8090169943749469i,-0.3090169943749477-0.9510565162951513i,-0.9510565162951512-0.309016994374945i,-0.8090169943749429+0.5877852522924724i,2.55351295663786e-15+0.9999999999999949i,0.8090169943749442+0.587785252292467i,0.9510565162951458-0.3090169943749487i,0.309016994374941-0.951056516295147i,-0.5877852522924714-0.8090169943749372i,-0.9999999999999897+5.051514762044462e-15i,-0.587785252292462+0.8090169943749417i,0.3090169943749493+0.95105651629514i,0.9510565162951429+0.309016994374937i,0.8090169943749317-0.5877852522924704i,-7.66053886991358e-15-0.9999999999999847i,-0.8090169943749389-0.5877852522924568i,-0.9510565162951343+0.3090169943749503i,-0.309016994374933+0.9510565162951388i,0.5877852522924696+0.8090169943749259i
1+0i,0.8090169943749462-0.5877852522924729i,0.3090169943749457-0.9510565162951519i,-0.309016994374948-0.95105651629515i,-0.8090169943749453-0.5877852522924687i,-0.9999999999999947+2.886579864025407e-15i,-0.8090169943749401+0.5877852522924721i,-0.3090169943749413+0.9510565162951476i,0.3090169943749493+0.951056516295144i,0.8090169943749428+0.5877852522924633i,0.9999999999999893-5.88418203051333e-15i,0.8090169943749341-0.5877852522924715i,0.3090169943749367-0.9510565162951437i,-0.3090169943749504-0.951056516295138i,-0.8090169943749401-0.5877852522924576i,-0.9999999999999839+8.826273045769994e-15i,-0.809016994374928+0.5877852522924708i,-0.3090169943749323+0.9510565162951394i,0.3090169943749517+0.951056516295132i,0.8090169943749376+0.5877852522924522i
1+0i,0.9510565162951523-0.3090169943749476i,0.8090169943749449-0.5877852522924726i,0.5877852522924698-0.8090169943749455i,0.309016994374944-0.9510565162951498i,-2.664535259100376e-15-0.9999999999999941i,-0.3090169943749482-0.9510565162951459i,-0.5877852522924712-0.8090169943749386i,-0.8090169943749423-0.5877852522924641i,-0.951056516295145-0.3090169943749396i,-0.9999999999999882+5.329070518200751e-15i,-0.9510565162951394+0.3090169943749489i,-0.8090169943749324+0.58778525229247i,-0.5877852522924586+0.8090169943749391i,-0.3090169943749352+0.9510565162951402i,7.938094626069869e-15+0.9999999999999822i,0.3090169943749498+0.9510565162951331i,0.5877852522924687+0.809016994374926i,0.809016994374936+0.5877852522924529i,0.9510565162951355+0.309016994374931i
