1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i
1+0i,0.9510565162951535+0.3090169943749474i,0.8090169943749473+0.587785252292473i,0.5877852522924731+0.8090169943749472i,0.3090169943749475+0.9510565162951533i,1.110223024625157e-16+0.9999999999999997i,-0.3090169943749471+0.9510565162951532i,-0.5877852522924727+0.8090169943749472i,-0.8090169943749469+0.587785252292473i,-0.951056516295153+0.3090169943749476i,-0.9999999999999993+2.775557561562891e-16i,-0.9510565162951531-0.309016994374947i,-0.809016994374947-0.5877852522924725i,-0.5877852522924729-0.8090169943749466i,-0.3090169943749476-0.9510565162951525i,-4.996003610813204e-16-0.9999999999999991i,0.3090169943749467-0.9510565162951528i,0.5877852522924721-0.8090169943749469i,0.8090169943749462-0.5877852522924729i,0.9510565162951523-0.3090169943749476i
1+0i,0.8090169943749473+0.587785252292473i,0.3090169943749475+0.9510565162951533i,-0.3090169943749471+0.9510565162951532i,-0.8090169943749469+0.587785252292473i,-0.9999999999999993+2.775557561562891e-16i,-0.809016994374947-0.5877852522924725i,-0.3090169943749476-0.9510565162951525i,0.3090169943749467-0.9510565162951528i,0.8090169943749462-0.5877852522924729i,0.9999999999999988-5.551115123125783e-16i,0.8090169943749467+0.5877852522924718i,0.3090169943749477+0.9510565162951519i,-0.3090169943749462+0.9510565162951522i,-0.8090169943749456+0.5877852522924727i,-0.999999999999998+9.436895709313831e-16i,-0.8090169943749463-0.5877852522924712i,-0.3090169943749476-0.9510565162951512i,0.3090169943749458-0.9510565162951518i,0.8090169943749449-0.5877852522924726i
1+0i,0.5877852522924731+0.8090169943749472i,-0.3090169943749471+0.9510565162951533i,-0.951056516295153+0.3090169943749476i,-0.8090169943749471-0.5877852522924724i,-5.551115123125783e-16-0.9999999999999991i,0.8090169943749462-0.587785252292473i,0.9510565162951526+0.3090169943749463i,0.3090169943749478+0.951056516295152i,-0.5877852522924714+0.8090169943749467i,-0.9999999999999982+1.054711873393899e-15i,-0.5877852522924729-0.8090169943749452i,0.3090169943749456-0.9510565162951519i,0.9510565162951509-0.3090169943749481i,0.8090169943749462+0.5877852522924706i,1.609823385706477e-15+0.9999999999999973i,-0.8090169943749442+0.5877852522924728i,-0.9510565162951514-0.3090169943749448i,-0.3090169943749482-0.95105651629515i,0.5877852522924696-0.8090169943749459i
1+0i,0.3090169943749475+0.9510565162951533i,-0.8090169943749469+0.587785252292473i,-0.809016994374947-0.5877852522924725i,0.3090169943749467-0.9510565162951528i,0.9999999999999988-5.551115123125783e-16i,0.3090169943749477+0.9510565162951519i,-0.8090169943749456+0.5877852522924727i,-0.8090169943749463-0.5877852522924712i,0.3090169943749458-0.9510565162951518i,0.9999999999999976-1.110223024625157e-15i,0.3090169943749477+0.9510565162951506i,-0.8090169943749441+0.5877852522924725i,-0.8090169943749457-0.5877852522924701i,0.3090169943749448-0.9510565162951508i,0.9999999999999962-1.665334536937735e-15i,0.3090169943749479+0.9510565162951493i,-0.809016994374943+0.5877852522924722i,-0.809016994374945-0.5877852522924689i,0.3090169943749441-0.9510565162951499i
1+0i,1.110223024625157e-16+0.9999999999999997i,-0.9999999999999993+2.220446049250312e-16i,-3.330669073875468e-16-0.999999999999999i,0.9999999999999987-4.440892098500622e-16i,5.551115123125775e-16+0.9999999999999983i,-0.999999999999998+6.661338147750928e-16i,-7.77156117237608e-16-0.9999999999999977i,0.9999999999999973-8.881784197001232e-16i,9.992007221626381e-16+0.999999999999997i,-0.9999999999999967+1.110223024625153e-15i,-1.221245327087668e-15-0.9999999999999963i,0.999999999999996-1.332267629550183e-15i,1.443289932012698e-15+0.9999999999999957i,-0.9999999999999953+1.554312234475212e-15i,-1.665334536937727e-15-0.999999999999995i,0.9999999999999947-1.776356839400242e-15i,1.887379141862756e-15+0.9999999999999943i,-0.999999999999994+1.99840144432527e-15i,-2.109423746787785e-15-0.9999999999999937i
1+0i,-0.3090169943749471+0.9510565162951532i,-0.8090169943749469-0.5877852522924724i,0.809016994374946-0.5877852522924727i,0.3090169943749475+0.9510565162951518i,-0.9999999999999978+7.216449660063518e-16i,0.3090169943749458-0.9510565162951514i,0.8090169943749455+0.5877852522924704i,-0.809016994374944+0.587785252292472i,-0.3090169943749475-0.9510565162951495i,0.9999999999999957-1.443289932012704e-15i,-0.3090169943749445+0.9510565162951494i,-0.8090169943749443-0.5877852522924687i,0.8090169943749418-0.5877852522924712i,0.3090169943749475+0.9510565162951473i,-0.9999999999999933+2.164934898019055e-15i,0.3090169943749432-0.9510565162951478i,0.809016994374943+0.5877852522924669i,-0.8090169943749397+0.5877852522924707i,-0.3090169943749475-0.9510565162951449i
1+0i,-0.5877852522924727+0.8090169943749472i,-0.3090169943749476-0.9510565162951526i,0.9510565162951525+0.3090169943749463i,-0.8090169943749456+0.5877852522924729i,-1.165734175856414e-15-0.999999999999998i,0.8090169943749462+0.5877852522924706i,-0.9510565162951503+0.309016994374948i,0.3090169943749447-0.9510565162951511i,0.5877852522924727+0.8090169943749432i,-0.999999999999996+2.275957200481571e-15i,0.5877852522924685-0.8090169943749452i,0.3090169943749486+0.9510565162951481i,-0.9510565162951495-0.309016994374943i,0.809016994374941-0.5877852522924724i,3.386180225106727e-15+0.9999999999999939i,-0.8090169943749443-0.5877852522924664i,0.9510565162951459-0.309016994374949i,-0.3090169943749412+0.9510565162951479i,-0.5877852522924721-0.8090169943749386i
1+0i,-0.8090169943749469+0.587785252292473i,0.3090169943749467-0.9510565162951528i,0.3090169943749477+0.9510565162951519i,-0.8090169943749463-0.5877852522924712i,0.9999999999999976-1.110223024625157e-15i,-0.8090169943749441+0.5877852522924725i,0.3090169943749448-0.9510565162951508i,0.3090169943749479+0.9510565162951493i,-0.809016994374945-0.5877852522924689i,0.999999999999995-2.220446049250313e-15i,-0.8090169943749416+0.587785252292472i,0.3090169943749431-0.9510565162951488i,0.3090169943749482+0.9510565162951466i,-0.8090169943749437-0.5877852522924665i,0.9999999999999926-3.386180225106727e-15i,-0.809016994374939+0.5877852522924714i,0.3090169943749413-0.9510565162951468i,0.3090169943749485+0.951056516295144i,-0.8090169943749423-0.5877852522924641i
1+0i,-0.951056516295153+0.3090169943749476i,0.8090169943749462-0.587785252292473i,-0.5877852522924715+0.8090169943749468i,0.3090169943749456-0.951056516295152i,1.554312234475219e-15+0.9999999999999973i,-0.3090169943749482-0.9510565162951501i,0.5877852522924729+0.8090169943749432i,-0.8090169943749456-0.5877852522924686i,0.95105651629515+0.3090169943749432i,-0.9999999999999949+3.164135620181696e-15i,0.9510565162951471-0.3090169943749491i,-0.80901699437494+0.5877852522924726i,0.5877852522924658-0.8090169943749443i,-0.309016994374941+0.951056516295148i,-4.884981308350689e-15-0.9999999999999923i,0.3090169943749498+0.951056516295144i,-0.5877852522924724-0.809016994374937i,0.8090169943749432+0.5877852522924629i,-0.9510565162951461-0.3090169943749385i
