1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i
1+0i,0.9921147013144779+0.1253332335643043i,0.9685831611286312+0.2486898871648548i,0.9297764858882516+0.368124552684678i,0.8763066800438637+0.4817536741017154i,0.8090169943749475+0.5877852522924734i,0.7289686274214117+0.6845471059286888i,0.6374239897486899+0.7705132427757895i,0.5358267949789968+0.8443279255020154i,0.4257792915650727+0.9048270524660199i,0.3090169943749475+0.9510565162951541i,0.1873813145857247+0.9822872507286892i,0.06279051952931336+0.9980267284282721i,-0.06279051952931364+0.998026728428272i,-0.1873813145857249+0.9822872507286893i,-0.3090169943749477+0.9510565162951542i,-0.425779291565073+0.9048270524660201i,-0.5358267949789971+0.8443279255020156i,-0.6374239897486903+0.7705132427757897i,-0.7289686274214122+0.6845471059286892i,-0.8090169943749482+0.5877852522924736i,-0.8763066800438646+0.4817536741017154i,-0.9297764858882522+0.3681245526846782i,-0.9685831611286321+0.2486898871648549i,-0.9921147013144789+0.1253332335643042i,-1.000000000000001-1.665334536937735e-16i,-0.9921147013144791-0.1253332335643046i,-0.9685831611286322-0.2486898871648552i,-0.9297764858882526-0.3681245526846785i,-0.8763066800438645-0.4817536741017161i,-0.8090169943749483-0.5877852522924741i,-0.7289686274214124-0.6845471059286897i,-0.6374239897486905-0.7705132427757905i,-0.5358267949789973-0.8443279255020164i,-0.4257792915650731-0.904827052466021i,-0.3090169943749477-0.9510565162951552i,-0.1873813145857247-0.9822872507286904i,-0.06279051952931314-0.9980267284282732i,0.06279051952931369-0.9980267284282732i,0.1873813145857251-0.9822872507286904i,0.3090169943749482-0.9510565162951553i,0.4257792915650737-0.9048270524660211i,0.535826794978998-0.8443279255020166i,0.6374239897486912-0.7705132427757906i,0.7289686274214132-0.6845471059286898i,0.8090169943749492-0.587785252292474i,0.8763066800438655-0.481753674101716i,0.9297764858882536-0.3681245526846786i,0.9685831611286333-0.2486898871648551i,0.99211470131448-0.1253332335643043i
1+0i,0.9685831611286312+0.2486898871648548i,0.8763066800438637+0.4817536741017154i,0.7289686274214117+0.6845471059286888i,0.5358267949789968+0.8443279255020154i,0.3090169943749475+0.9510565162951541i,0.06279051952931336+0.9980267284282721i,-0.1873813145857249+0.9822872507286893i,-0.425779291565073+0.9048270524660201i,-0.6374239897486903+0.7705132427757897i,-0.8090169943749482+0.5877852522924736i,-0.9297764858882522+0.3681245526846782i,-0.9921147013144789+0.1253332335643042i,-0.9921147013144791-0.1253332335643046i,-0.9297764858882526-0.3681245526846785i,-0.8090169943749483-0.5877852522924741i,-0.6374239897486905-0.7705132427757905i,-0.4257792915650731-0.904827052466021i,-0.1873813145857247-0.9822872507286904i,0.06279051952931369-0.9980267284282732i,0.3090169943749482-0.9510565162951553i,0.535826794978998-0.8443279255020166i,0.7289686274214132-0.6845471059286898i,0.8763066800438655-0.481753674101716i,0.9685831611286333-0.2486898871648551i,1.000000000000002+3.33066907387547e-16i,0.9685831611286333+0.2486898871648556i,0.8763066800438655+0.4817536741017166i,0.7289686274214131+0.6845471059286906i,0.5358267949789978+0.8443279255020177i,0.3090169943749481+0.9510565162951562i,0.06279051952931314+0.9980267284282744i,-0.1873813145857255+0.9822872507286915i,-0.4257792915650742+0.9048270524660221i,-0.637423989748692+0.7705132427757914i,-0.8090169943749501+0.5877852522924747i,-0.9297764858882546+0.3681245526846788i,-0.9921147013144812+0.1253332335643043i,-0.9921147013144813-0.125333233564305i,-0.9297764858882545-0.3681245526846797i,-0.8090169943749501-0.5877852522924756i,-0.6374239897486916-0.7705132427757924i,-0.4257792915650739-0.9048270524660231i,-0.187381314585725-0.9822872507286924i,0.06279051952931412-0.9980267284282754i,0.3090169943749492-0.9510565162951574i,0.5358267949789992-0.8443279255020184i,0.7289686274214151-0.6845471059286912i,0.8763066800438677-0.481753674101717i,0.9685831611286355-0.2486898871648554i
1+0i,0.9297764858882516+0.368124552684678i,0.7289686274214118+0.6845471059286889i,0.4257792915650728+0.90482705246602i,0.06279051952931336+0.9980267284282723i,-0.3090169943749478+0.9510565162951544i,-0.6374239897486905+0.77051324277579i,-0.8763066800438648+0.4817536741017158i,-0.9921147013144793+0.1253332335643043i,-0.9685831611286327-0.2486898871648553i,-0.8090169943749489-0.5877852522924742i,-0.5358267949789975-0.8443279255020169i,-0.1873813145857249-0.9822872507286909i,0.1873813145857253-0.9822872507286909i,0.5358267949789982-0.8443279255020171i,0.8090169943749499-0.5877852522924746i,0.9685831611286341-0.2486898871648553i,0.9921147013144809+0.1253332335643049i,0.8763066800438664+0.4817536741017172i,0.6374239897486917+0.7705132427757921i,0.3090169943749483+0.9510565162951572i,-0.06279051952931397+0.9980267284282754i,-0.4257792915650748+0.9048270524660231i,-0.7289686274214149+0.6845471059286913i,-0.9297764858882557+0.3681245526846793i,-1.000000000000005-3.33066907387547e-16i,-0.9297764858882558-0.3681245526846799i,-0.7289686274214149-0.6845471059286923i,-0.4257792915650745-0.9048270524660245i,-0.06279051952931325-0.9980267284282769i,0.3090169943749497-0.9510565162951586i,0.6374239897486939-0.7705132427757934i,0.876306680043869-0.4817536741017177i,0.992114701314484-0.1253332335643045i,0.9685831611286371+0.2486898871648568i,0.8090169943749523+0.5877852522924774i,0.5358267949789998+0.8443279255020211i,0.1873813145857254+0.9822872507286955i,-0.1873813145857265+0.9822872507286955i,-0.535826794979001+0.8443279255020208i,-0.8090169943749538+0.587785252292477i,-0.9685831611286386+0.2486898871648562i,-0.9921147013144854-0.1253332335643057i,-0.8763066800438701-0.4817536741017197i,-0.6374239897486944-0.770513242775796i,-0.3090169943749493-0.9510565162951617i,0.06279051952931469-0.99802672842828i,0.425779291565077-0.9048270524660271i,0.7289686274214185-0.6845471059286943i,0.9297764858882601-0.3681245526846806i
1+0i,0.8763066800438637+0.4817536741017154i,0.5358267949789968+0.8443279255020154i,0.06279051952931336+0.9980267284282721i,-0.425779291565073+0.9048270524660201i,-0.8090169943749482+0.5877852522924736i,-0.9921147013144789+0.1253332335643042i,-0.9297764858882526-0.3681245526846785i,-0.6374239897486905-0.7705132427757905i,-0.1873813145857247-0.9822872507286904i,0.3090169943749482-0.9510565162951553i,0.7289686274214132-0.6845471059286898i,0.9685831611286333-0.2486898871648551i,0.9685831611286333+0.2486898871648556i,0.7289686274214131+0.6845471059286906i,0.3090169943749481+0.9510565162951562i,-0.1873813145857255+0.9822872507286915i,-0.637423989748692+0.7705132427757914i,-0.9297764858882546+0.3681245526846788i,-0.9921147013144813-0.125333233564305i,-0.8090169943749501-0.5877852522924756i,-0.4257792915650739-0.9048270524660231i,0.06279051952931412-0.9980267284282754i,0.5358267949789992-0.8443279255020184i,0.8763066800438677-0.481753674101717i,1.000000000000005+5.551115123125783e-16i,0.8763066800438675+0.481753674101718i,0.5358267949789988+0.8443279255020195i,0.06279051952931317+0.9980267284282768i,-0.4257792915650754+0.904827052466024i,-0.8090169943749522+0.5877852522924758i,-0.9921147013144834+0.1253332335643044i,-0.9297764858882566-0.3681245526846807i,-0.637423989748693-0.7705132427757942i,-0.1873813145857251-0.9822872507286948i,0.3090169943749501-0.9510565162951593i,0.7289686274214168-0.6845471059286926i,0.9685831611286378-0.2486898871648557i,0.9685831611286376+0.2486898871648573i,0.7289686274214162+0.6845471059286941i,0.309016994374949+0.9510565162951607i,-0.1873813145857269+0.9822872507286958i,-0.6374239897486953+0.7705132427757947i,-0.929776485888259+0.36812455268468i,-0.9921147013144856-0.1253332335643061i,-0.8090169943749534-0.5877852522924787i,-0.4257792915650753-0.9048270524660275i,0.06279051952931475-0.99802672842828i,0.5358267949790021-0.844327925502022i,0.8763066800438719-0.4817536741017187i
1+0i,0.8090169943749475+0.5877852522924734i,0.3090169943749472+0.951056516295154i,-0.3090169943749481+0.9510565162951539i,-0.8090169943749483+0.5877852522924729i,-1.000000000000001-8.326672684688674e-16i,-0.8090169943749475-0.5877852522924745i,-0.3090169943749465-0.9510565162951551i,0.3090169943749491-0.9510565162951543i,0.8090169943749494-0.5877852522924727i,1.000000000000002+1.720845688168993e-15i,0.8090169943749477+0.5877852522924758i,0.309016994374946+0.951056516295156i,-0.3090169943749502+0.951056516295155i,-0.8090169943749506+0.5877852522924722i,-1.000000000000002-2.720046410331634e-15i,-0.8090169943749477-0.5877852522924768i,-0.3090169943749453-0.9510565162951569i,0.3090169943749512-0.9510565162951552i,0.8090169943749517-0.587785252292472i,1.000000000000003+3.552713678800501e-15i,0.8090169943749479+0.587785252292478i,0.3090169943749447+0.9510565162951579i,-0.3090169943749524+0.9510565162951556i,-0.8090169943749528+0.5877852522924718i,-1.000000000000004-4.329869796038111e-15i,-0.8090169943749479-0.5877852522924791i,-0.3090169943749442-0.951056516295159i,0.3090169943749534-0.9510565162951561i,0.8090169943749541-0.5877852522924718i,1.000000000000004+5.384581669432009e-15i,0.8090169943749481+0.5877852522924805i,0.3090169943749436+0.9510565162951599i,-0.3090169943749544+0.9510565162951565i,-0.809016994374955+0.5877852522924714i,-1.000000000000005-6.217248937900877e-15i,-0.8090169943749481-0.5877852522924814i,-0.3090169943749431-0.951056516295161i,0.3090169943749556-0.9510565162951569i,0.8090169943749563-0.5877852522924709i,1.000000000000006+6.994405055138486e-15i,0.8090169943749481+0.5877852522924826i,0.3090169943749425+0.9510565162951619i,-0.3090169943749567+0.9510565162951575i,-0.8090169943749572+0.5877852522924708i,-1.000000000000007-7.771561172376096e-15i,-0.8090169943749481-0.5877852522924837i,-0.3090169943749417-0.9510565162951631i,0.3090169943749576-0.9510565162951579i,0.8090169943749583-0.5877852522924705i
1+0i,0.7289686274214117+0.6845471059286888i,0.0627905195293133+0.998026728428272i,-0.6374239897486902+0.7705132427757897i,-0.9921147013144787+0.1253332335643041i,-0.8090169943749481-0.5877852522924738i,-0.1873813145857245-0.9822872507286899i,0.5358267949789977-0.8443279255020162i,0.9685831611286327-0.2486898871648548i,0.876306680043865+0.4817536741017165i,0.3090169943749476+0.9510565162951556i,-0.425779291565074+0.9048270524660214i,-0.9297764858882538+0.3681245526846783i,-0.9297764858882536-0.3681245526846795i,-0.4257792915650732-0.9048270524660224i,0.3090169943749491-0.9510565162951562i,0.8763066800438668-0.4817536741017161i,0.9685831611286342+0.2486898871648565i,0.5358267949789978+0.8443279255020186i,-0.1873813145857263+0.9822872507286924i,-0.8090169943749512+0.5877852522924747i,-0.9921147013144818-0.1253332335643057i,-0.6374239897486916-0.7705132427757934i,0.0627905195293148-0.9980267284282761i,0.7289686274214159-0.6845471059286911i,1.000000000000005+1.221245327087672e-15i,0.7289686274214144+0.6845471059286932i,0.06279051952931247+0.9980267284282771i,-0.6374239897486944+0.7705132427757926i,-0.9921147013144838+0.1253332335643035i,-0.8090169943749514-0.5877852522924778i,-0.1873813145857243-0.982287250728695i,0.5358267949790014-0.8443279255020196i,0.968583161128638-0.2486898871648549i,0.8763066800438688+0.4817536741017202i,0.309016994374948+0.9510565162951607i,-0.4257792915650774+0.9048270524660253i,-0.9297764858882589+0.3681245526846791i,-0.9297764858882578-0.3681245526846826i,-0.4257792915650743-0.9048270524660275i,0.3090169943749519-0.9510565162951605i,0.8763066800438719-0.4817536741017175i,0.9685831611286388+0.248689887164859i,0.5358267949789995+0.8443279255020235i,-0.1873813145857285+0.9822872507286969i,-0.8090169943749561+0.5877852522924767i,-0.9921147013144866-0.1253332335643077i,-0.6374239897486939-0.7705132427757981i,0.06279051952931641-0.9980267284282811i,0.7289686274214204-0.6845471059286935i
1+0i,0.6374239897486899+0.7705132427757895i,-0.1873813145857249+0.9822872507286892i,-0.8763066800438644+0.4817536741017154i,-0.9297764858882522-0.3681245526846786i,-0.3090169943749475-0.951056516295155i,0.5358267949789979-0.8443279255020162i,0.9921147013144797-0.1253332335643039i,0.7289686274214126+0.6845471059286905i,-0.06279051952931419+0.9980267284282738i,-0.8090169943749499+0.5877852522924739i,-0.9685831611286335-0.2486898871648563i,-0.425779291565073-0.9048270524660227i,0.425779291565075-0.9048270524660221i,0.9685831611286349-0.2486898871648546i,0.8090169943749498+0.5877852522924762i,0.06279051952931236+0.9980267284282757i,-0.7289686274214155+0.6845471059286907i,-0.9921147013144822-0.1253332335643062i,-0.5358267949789979-0.84432792550202i,0.3090169943749505-0.9510565162951579i,0.929776485888257-0.3681245526846784i,0.8763066800438677+0.4817536741017195i,0.1873813145857239+0.9822872507286947i,-0.637423989748695+0.7705132427757927i,-1.000000000000006-1.942890293094024e-15i,-0.6374239897486922-0.7705132427757956i,0.187381314585728-0.9822872507286948i,0.8763066800438709-0.4817536741017167i,0.9297764858882575+0.3681245526846829i,0.3090169943749476+0.9510565162951615i,-0.5358267949790029+0.8443279255020204i,-0.9921147013144861+0.1253332335643027i,-0.7289686274214158-0.6845471059286962i,0.06279051952931658-0.9980267284282799i,0.8090169943749561-0.587785252292476i,0.9685831611286391+0.2486898871648598i,0.425779291565074+0.9048270524660292i,-0.4257792915650795+0.9048270524660269i,-0.9685831611286413+0.2486898871648542i,-0.8090169943749537-0.5877852522924816i,-0.06279051952931081-0.998026728428282i,0.7289686274214215-0.6845471059286934i,0.992114701314488+0.125333233564309i,0.5358267949789995+0.8443279255020263i,-0.3090169943749544+0.9510565162951633i,-0.9297764858882636+0.3681245526846789i,-0.8763066800438721-0.4817536741017242i,-0.1873813145857232-0.9822872507287012i,0.6374239897487005-0.7705132427757964i
1+0i,0.5358267949789968+0.8443279255020154i,-0.425779291565073+0.9048270524660201i,-0.9921147013144789+0.1253332335643042i,-0.6374239897486905-0.7705132427757905i,0.3090169943749482-0.9510565162951553i,0.9685831611286333-0.2486898871648551i,0.7289686274214131+0.6845471059286906i,-0.1873813145857255+0.9822872507286915i,-0.9297764858882546+0.3681245526846788i,-0.8090169943749501-0.5877852522924756i,0.06279051952931412-0.9980267284282754i,0.8763066800438677-0.481753674101717i,0.8763066800438675+0.481753674101718i,0.06279051952931317+0.9980267284282768i,-0.8090169943749522+0.5877852522924758i,-0.9297764858882566-0.3681245526846807i,-0.1873813145857251-0.9822872507286948i,0.7289686274214168-0.6845471059286926i,0.9685831611286376+0.2486898871648573i,0.309016994374949+0.9510565162951607i,-0.6374239897486953+0.7705132427757947i,-0.9921147013144856-0.1253332335643061i,-0.4257792915650753-0.9048270524660275i,0.5358267949790021-0.844327925502022i,1.000000000000009+9.992007221626409e-16i,0.5358267949790008+0.8443279255020236i,-0.4257792915650779+0.9048270524660278i,-0.9921147013144881+0.1253332335643044i,-0.6374239897486955-0.7705132427757981i,0.3090169943749519-0.9510565162951637i,0.9685831611286423-0.2486898871648563i,0.7289686274214191+0.6845471059286976i,-0.1873813145857282+0.9822872507287002i,-0.9297764858882634+0.3681245526846812i,-0.8090169943749568-0.5877852522924818i,0.06279051952931575-0.9980267284282847i,0.8763066800438762-0.4817536741017204i,0.8763066800438749+0.4817536741017233i,0.06279051952931264+0.9980267284282858i,-0.8090169943749602+0.5877852522924805i,-0.9297764858882646-0.368124552684685i,-0.1873813145857258-0.9822872507287039i,0.7289686274214241-0.6845471059286979i,0.9685831611286462+0.2486898871648605i,0.3090169943749507+0.9510565162951697i,-0.6374239897487018+0.770513242775801i,-0.9921147013144945-0.1253332335643084i,-0.4257792915650783-0.9048270524660362i,0.5358267949790079-0.844327925502029i
1+0i,0.4257792915650727+0.9048270524660199i,-0.6374239897486903+0.7705132427757897i,-0.9685831611286322-0.2486898871648553i,-0.1873813145857247-0.9822872507286902i,0.8090169943749492-0.5877852522924739i,0.8763066800438654+0.4817536741017167i,-0.06279051952931405+0.9980267284282741i,-0.9297764858882543+0.3681245526846786i,-0.7289686274214136-0.6845471059286914i,0.3090169943749492-0.9510565162951569i,0.9921147013144821-0.125333233564304i,0.5358267949789983+0.8443279255020193i,-0.535826794979+0.8443279255020187i,-0.9921147013144829-0.1253332335643058i,-0.3090169943749482-0.9510565162951592i,0.7289686274214165-0.6845471059286921i,0.9297764858882569+0.3681245526846812i,0.06279051952931264+0.9980267284282783i,-0.8763066800438705+0.4817536741017175i,-0.8090169943749527-0.5877852522924785i,0.1873813145857275-0.9822872507286962i,0.9685831611286394-0.2486898871648555i,0.6374239897486941+0.7705132427757968i,-0.4257792915650778+0.9048270524660269i,-1.000000000000009-1.609823385706477e-15i,-0.4257792915650753-0.904827052466029i,0.6374239897486976-0.7705132427757959i,0.9685831611286408+0.2486898871648591i,0.1873813145857249+0.9822872507286997i,-0.8090169943749576+0.5877852522924782i,-0.8763066800438728-0.4817536741017226i,0.06279051952931614-0.9980267284282833i,0.9297764858882636-0.3681245526846805i,0.7289686274214193+0.6845471059286989i,-0.3090169943749537+0.9510565162951653i,-0.9921147013144914+0.1253332335643037i,-0.535826794979002-0.8443279255020281i,0.5358267949790062-0.8443279255020257i,0.9921147013144919+0.1253332335643086i,0.3090169943749496+0.9510565162951684i,-0.7289686274214244+0.6845471059286972i,-0.9297764858882649-0.3681245526846862i,-0.0627905195293116-0.9980267284282879i,0.8763066800438793-0.4817536741017207i,0.8090169943749593+0.5877852522924853i,-0.1873813145857307+0.9822872507287049i,-0.9685831611286488+0.2486898871648562i,-0.6374239897486988-0.7705132427758049i,0.4257792915650832-0.9048270524660347i
