1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i
1+0i,0.7071067811865476+0.7071067811865475i,2.220446049250313e-16+1i,-0.7071067811865474+0.7071067811865477i,-1+4.440892098500626e-16i,-0.7071067811865479-0.7071067811865471i,-6.661338147750939e-16-1i,0.707106781186547-0.707106781186548i
1+0i,2.220446049250313e-16+1i,-1+4.440892098500626e-16i,-6.661338147750939e-16-1i,1-8.881784197001252e-16i,1.110223024625157e-15+1i,-1+1.332267629550188e-15i,-1.554312234475219e-15-1i
1+0i,-0.7071067811865474+0.7071067811865477i,-4.440892098500626e-16-1i,0.707106781186548+0.707106781186547i,-1+8.881784197001252e-16i,0.7071067811865467-0.7071067811865483i,1.332267629550188e-15+1i,-0.7071067811865487-0.7071067811865464i
1+0i,-1+4.440892098500626e-16i,1-8.881784197001252e-16i,-1+1.332267629550188e-15i,1-1.77635683940025e-15i,-1+2.220446049250313e-15i,1-2.664535259100376e-15i,-1+3.108624468950438e-15i
1+0i,-0.7071067811865479-0.7071067811865471i,1.110223024625157e-15+1i,0.7071067811865464-0.7071067811865487i,-1+2.220446049250313e-15i,0.7071067811865495+0.7071067811865456i,-3.33066907387547e-15-1i,-0.7071067811865448+0.7071067811865502i
1+0i,-6.661338147750939e-16-1i,-1+1.332267629550188e-15i,1.998401444325282e-15+1i,1-2.664535259100376e-15i,-3.33066907387547e-15-1i,-1+3.996802888650564e-15i,4.662936703425657e-15+1i
1+0i,0.707106781186547-0.707106781186548i,-1.387778780781446e-15-1i,-0.707106781186549-0.707106781186546i,-1+2.775557561562891e-15i,-0.707106781186545+0.70710678118655i,4.163336342344337e-15+1i,0.707106781186551+0.707106781186544i
