1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i
1+0i,0.9807852804032304+0.1950903220161282i,0.9238795325112867+0.3826834323650897i,0.8314696123025452+0.5555702330196022i,0.7071067811865475+0.7071067811865475i,0.5555702330196022+0.8314696123025451i,0.3826834323650897+0.9238795325112866i,0.1950903220161283+0.9807852804032303i,0+0.9999999999999998i,-0.1950903220161282+0.9807852804032302i,-0.3826834323650896+0.9238795325112865i,-0.5555702330196021+0.831469612302545i,-0.7071067811865474+0.7071067811865474i,-0.8314696123025449+0.5555702330196021i,-0.9238795325112864+0.3826834323650896i,-0.9807852804032301+0.1950903220161282i,-0.9999999999999996+0i,-0.98078528040323-0.1950903220161282i,-0.9238795325112863-0.3826834323650896i,-0.8314696123025449-0.555570233019602i,-0.7071067811865471-0.7071067811865471i,-0.555570233019602-0.8314696123025448i,-0.3826834323650896-0.9238795325112862i,-0.1950903220161282-0.9807852804032299i,-0-0.9999999999999993i,0.1950903220161281-0.9807852804032298i,0.3826834323650894-0.9238795325112861i,0.5555702330196018-0.8314696123025447i,0.707106781186547-0.707106781186547i,0.8314696123025446-0.5555702330196018i,0.923879532511286-0.3826834323650894i,0.9807852804032297-0.1950903220161282i
1+0i,0.9238795325112867+0.3826834323650897i,0.7071067811865475+0.7071067811865475i,0.3826834323650897+0.9238795325112866i,0+0.9999999999999998i,-0.3826834323650896+0.9238795325112865i,-0.7071067811865474+0.7071067811865474i,-0.9238795325112864+0.3826834323650896i,-0.9999999999999996+0i,-0.9238795325112863-0.3826834323650896i,-0.7071067811865471-0.7071067811865471i,-0.3826834323650896-0.9238795325112862i,-0-0.9999999999999993i,0.3826834323650894-0.9238795325112861i,0.707106781186547-0.707106781186547i,0.923879532511286-0.3826834323650894i,0.9999999999999991+0i,0.923879532511286+0.3826834323650894i,0.7071067811865468+0.7071067811865468i,0.3826834323650894+0.9238795325112859i,0+0.9999999999999989i,-0.3826834323650893+0.9238795325112857i,-0.7071067811865467+0.7071067811865467i,-0.9238795325112856+0.3826834323650893i,-0.9999999999999987+0i,-0.9238795325112855-0.3826834323650892i,-0.7071067811865465-0.7071067811865465i,-0.3826834323650892-0.9238795325112854i,-0-0.9999999999999984i,0.3826834323650891-0.9238795325112853i,0.7071067811865464-0.7071067811865464i,0.9238795325112852-0.3826834323650891i
1+0i,0.8314696123025452+0.5555702330196022i,0.3826834323650898+0.9238795325112866i,-0.1950903220161281+0.9807852804032303i,-0.7071067811865472+0.7071067811865476i,-0.9807852804032302+0.1950903220161285i,-0.9238795325112866-0.3826834323650894i,-0.5555702330196023-0.8314696123025447i,-4.996003610813204e-16-0.9999999999999997i,0.5555702330196015-0.8314696123025453i,0.9238795325112861-0.3826834323650902i,0.9807852804032301+0.1950903220161276i,0.7071067811865477+0.7071067811865467i,0.195090322016129+0.9807852804032298i,-0.3826834323650888+0.9238795325112865i,-0.8314696123025441+0.5555702330196025i,-0.9999999999999993+9.992007221626405e-16i,-0.8314696123025452-0.5555702330196011i,-0.3826834323650905-0.9238795325112856i,0.195090322016127-0.9807852804032299i,0.7071067811865461-0.7071067811865478i,0.9807852804032293-0.1950903220161294i,0.9238795325112863+0.3826834323650882i,0.5555702330196027+0.8314696123025436i,1.49880108324396e-15+0.999999999999999i,-0.5555702330196004+0.8314696123025453i,-0.9238795325112851+0.3826834323650908i,-0.9807852804032297-0.1950903220161265i,-0.7071067811865479-0.7071067811865456i,-0.1950903220161298-0.9807852804032289i,0.3826834323650876-0.9238795325112862i,0.831469612302543-0.555570233019603i
1+0i,0.7071067811865475+0.7071067811865475i,0+0.9999999999999998i,-0.7071067811865474+0.7071067811865474i,-0.9999999999999996+0i,-0.7071067811865471-0.7071067811865471i,-0-0.9999999999999993i,0.707106781186547-0.707106781186547i,0.9999999999999991+0i,0.7071067811865468+0.7071067811865468i,0+0.9999999999999989i,-0.7071067811865467+0.7071067811865467i,-0.9999999999999987+0i,-0.7071067811865465-0.7071067811865465i,-0-0.9999999999999984i,0.7071067811865464-0.7071067811865464i,0.9999999999999982+0i,0.7071067811865462+0.7071067811865462i,0+0.999999999999998i,-0.7071067811865461+0.7071067811865461i,-0.9999999999999978+0i,-0.7071067811865459-0.7071067811865459i,-0-0.9999999999999976i,0.7071067811865458-0.7071067811865458i,0.9999999999999973+0i,0.7071067811865456+0.7071067811865456i,0+0.9999999999999971i,-0.7071067811865455+0.7071067811865455i,-0.9999999999999969+0i,-0.7071067811865452-0.7071067811865452i,-0-0.9999999999999967i,0.7071067811865451-0.7071067811865451i
1+0i,0.5555702330196022+0.8314696123025451i,-0.3826834323650896+0.9238795325112865i,-0.9807852804032301+0.1950903220161282i,-0.7071067811865471-0.707106781186547i,0.195090322016128-0.9807852804032298i,0.9238795325112859-0.3826834323650896i,0.8314696123025445+0.5555702330196015i,1.665334536937735e-16+0.9999999999999988i,-0.831469612302544+0.5555702330196016i,-0.9238795325112855-0.382683432365089i,-0.1950903220161282-0.9807852804032289i,0.707106781186546-0.7071067811865464i,0.9807852804032285+0.1950903220161276i,0.3826834323650893+0.9238795325112846i,-0.5555702330196007+0.8314696123025436i,-0.9999999999999976+3.330669073875466e-16i,-0.5555702330196011-0.8314696123025429i,0.3826834323650883-0.9238795325112844i,0.9807852804032275-0.1950903220161281i,0.7071067811865456+0.707106781186545i,-0.1950903220161272+0.9807852804032274i,-0.9238795325112835+0.3826834323650889i,-0.8314696123025427-0.5555702330196i,-4.996003610813193e-16-0.9999999999999963i,0.8314696123025418-0.5555702330196005i,0.9238795325112834+0.3826834323650877i,0.195090322016128+0.9807852804032263i,-0.707106781186544+0.7071067811865448i,-0.9807852804032262-0.1950903220161268i,-0.3826834323650887-0.9238795325112823i,0.5555702330195992-0.8314696123025418i
1+0i,0.3826834323650897+0.9238795325112866i,-0.7071067811865472+0.7071067811865474i,-0.9238795325112864-0.3826834323650896i,-1.665334536937735e-16-0.9999999999999993i,0.9238795325112859-0.3826834323650896i,0.707106781186547+0.7071067811865467i,-0.3826834323650891+0.9238795325112859i,-0.9999999999999987+3.330669073875468e-16i,-0.3826834323650896-0.9238795325112853i,0.7071067811865461-0.7071067811865467i,0.9238795325112853+0.3826834323650887i,4.996003610813199e-16+0.999999999999998i,-0.9238795325112845+0.3826834323650894i,-0.7071067811865464-0.7071067811865456i,0.3826834323650883-0.9238795325112847i,0.9999999999999973-6.661338147750926e-16i,0.3826834323650893+0.923879532511284i,-0.7071067811865449+0.7071067811865459i,-0.9238795325112842-0.3826834323650879i,-8.326672684688652e-16-0.9999999999999967i,0.9238795325112832-0.3826834323650892i,0.7071067811865456+0.7071067811865444i,-0.3826834323650875+0.9238795325112836i,-0.999999999999996+9.992007221626377e-16i,-0.3826834323650892-0.9238795325112826i,0.7071067811865438-0.7071067811865452i,0.9238795325112831+0.3826834323650871i,1.16573417585641e-15+0.9999999999999953i,-0.9238795325112819+0.3826834323650891i,-0.7071067811865449-0.7071067811865432i,0.3826834323650867-0.9238795325112825i
1+0i,0.1950903220161283+0.9807852804032303i,-0.9238795325112865+0.3826834323650898i,-0.5555702330196022-0.8314696123025448i,0.707106781186547-0.7071067811865474i,0.8314696123025449+0.5555702330196016i,-0.3826834323650892+0.9238795325112863i,-0.9807852804032297-0.1950903220161277i,-4.996003610813204e-16-0.999999999999999i,0.9807852804032292-0.1950903220161286i,0.3826834323650898+0.9238795325112854i,-0.8314696123025437+0.5555702330196021i,-0.707106781186547-0.707106781186546i,0.5555702330196006-0.8314696123025445i,0.9238795325112856+0.3826834323650883i,-0.195090322016127+0.9807852804032288i,-0.999999999999998+9.992007221626399e-16i,-0.1950903220161289-0.9807852804032281i,0.9238795325112843-0.3826834323650899i,0.5555702330196018+0.8314696123025426i,-0.7071067811865449+0.7071067811865466i,-0.8314696123025438-0.5555702330195997i,0.3826834323650875-0.9238795325112847i,0.9807852804032279+0.1950903220161263i,1.498801083243958e-15+0.999999999999997i,-0.980785280403227+0.1950903220161292i,-0.38268343236509-0.9238795325112832i,0.8314696123025415-0.5555702330196017i,0.7071067811865462+0.7071067811865439i,-0.5555702330195987+0.8314696123025433i,-0.9238795325112841-0.3826834323650866i,0.1950903220161256-0.980785280403227i
1+0i,0+0.9999999999999998i,-0.9999999999999996+0i,-0-0.9999999999999993i,0.9999999999999991+0i,0+0.9999999999999989i,-0.9999999999999987+0i,-0-0.9999999999999984i,0.9999999999999982+0i,0+0.999999999999998i,-0.9999999999999978+0i,-0-0.9999999999999976i,0.9999999999999973+0i,0+0.9999999999999971i,-0.9999999999999969+0i,-0-0.9999999999999967i,0.9999999999999964+0i,0+0.9999999999999962i,-0.999999999999996+0i,-0-0.9999999999999958i,0.9999999999999956+0i,0+0.9999999999999953i,-0.9999999999999951+0i,-0-0.9999999999999949i,0.9999999999999947+0i,0+0.9999999999999944i,-0.9999999999999942+0i,-0-0.999999999999994i,0.9999999999999938+0i,0+0.9999999999999936i,-0.9999999999999933+0i,-0-0.9999999999999931i
1+0i,-0.1950903220161282+0.9807852804032302i,-0.9238795325112863-0.3826834323650895i,0.5555702330196017-0.8314696123025447i,0.7071067811865469+0.7071067811865467i,-0.8314696123025441+0.5555702330196017i,-0.3826834323650894-0.9238795325112852i,0.9807852804032287-0.1950903220161281i,2.775557561562891e-16+0.9999999999999979i,-0.9807852804032281-0.1950903220161275i,0.3826834323650884-0.9238795325112844i,0.831469612302543+0.5555702330196003i,-0.707106781186545+0.7071067811865457i,-0.5555702330196007-0.8314696123025422i,0.9238795325112831-0.3826834323650888i,0.195090322016128+0.9807852804032265i,-0.9999999999999958+5.551115123125771e-16i,0.1950903220161268-0.9807852804032262i,0.9238795325112826+0.3826834323650874i,-0.555570233019599+0.8314696123025415i,-0.7071067811865444-0.7071067811865432i,0.8314696123025402-0.5555702330195998i,0.3826834323650883+0.9238795325112811i,-0.9807852804032244+0.1950903220161279i,-8.326672684688639e-16-0.9999999999999937i,0.9807852804032241+0.1950903220161261i,-0.3826834323650863+0.9238795325112807i,-0.8314696123025398-0.5555702330195975i,0.7071067811865416-0.7071067811865431i,0.5555702330195988+0.8314696123025384i,-0.923879532511279+0.3826834323650877i,-0.1950903220161277-0.9807852804032223i
1+0i,-0.3826834323650896+0.9238795325112865i,-0.7071067811865471-0.707106781186547i,0.9238795325112859-0.3826834323650896i,1.665334536937735e-16+0.9999999999999988i,-0.9238795325112855-0.382683432365089i,0.707106781186546-0.7071067811865464i,0.3826834323650893+0.9238795325112846i,-0.9999999999999976+3.330669073875466e-16i,0.3826834323650883-0.9238795325112844i,0.7071067811865456+0.707106781186545i,-0.9238795325112835+0.3826834323650889i,-4.996003610813193e-16-0.9999999999999963i,0.9238795325112834+0.3826834323650877i,-0.707106781186544+0.7071067811865448i,-0.3826834323650887-0.9238795325112823i,0.9999999999999951-6.661338147750916e-16i,-0.3826834323650871+0.9238795325112822i,-0.7071067811865441-0.7071067811865431i,0.9238795325112811-0.3826834323650883i,8.326672684688635e-16+0.9999999999999939i,-0.9238795325112812-0.3826834323650865i,0.7071067811865421-0.7071067811865434i,0.382683432365088+0.9238795325112799i,-0.9999999999999927+9.99200722162635e-16i,0.3826834323650858-0.9238795325112801i,0.7071067811865426+0.7071067811865411i,-0.9238795325112787+0.3826834323650877i,-1.165734175856406e-15-0.9999999999999915i,0.9238795325112791+0.3826834323650852i,-0.7071067811865401+0.7071067811865418i,-0.3826834323650874-0.9238795325112775i
1+0i,-0.5555702330196021+0.831469612302545i,-0.3826834323650896-0.9238795325112863i,0.9807852804032297+0.1950903220161281i,-0.7071067811865469+0.7071067811865468i,-0.195090322016128-0.9807852804032292i,0.9238795325112854+0.3826834323650893i,-0.8314696123025438+0.5555702330196012i,1.665334536937735e-16-0.9999999999999981i,0.8314696123025433+0.5555702330196012i,-0.9238795325112846+0.3826834323650887i,0.1950903220161279-0.9807852804032278i,0.7071067811865454+0.7071067811865457i,-0.9807852804032273+0.1950903220161275i,0.3826834323650888-0.9238795325112835i,0.5555702330196001+0.8314696123025423i,-0.9999999999999962-3.330669073875463e-16i,0.5555702330196002-0.8314696123025417i,0.3826834323650878+0.923879532511283i,-0.9807852804032259-0.1950903220161277i,0.7071067811865445-0.7071067811865439i,0.1950903220161269+0.9807852804032257i,-0.9238795325112819-0.3826834323650882i,0.8314696123025409-0.5555702330195988i,-4.996003610813185e-16+0.9999999999999943i,-0.83146961230254-0.5555702330195993i,0.9238795325112813-0.3826834323650869i,-0.1950903220161275+0.980785280403224i,-0.7071067811865425-0.7071067811865432i,0.9807852804032238-0.1950903220161264i,-0.3826834323650877+0.92387953251128i,-0.5555702330195977-0.8314696123025395i
1+0i,-0.7071067811865474+0.7071067811865474i,0-0.9999999999999996i,0.707106781186547+0.707106781186547i,-0.9999999999999991-0i,0.7071067811865467-0.7071067811865467i,-0+0.9999999999999987i,-0.7071067811865464-0.7071067811865464i,0.9999999999999982+0i,-0.7071067811865461+0.7071067811865461i,0-0.9999999999999978i,0.7071067811865458+0.7071067811865458i,-0.9999999999999973-0i,0.7071067811865455-0.7071067811865455i,-0+0.9999999999999969i,-0.7071067811865451-0.7071067811865451i,0.9999999999999964+0i,-0.7071067811865448+0.7071067811865448i,0-0.999999999999996i,0.7071067811865445+0.7071067811865445i,-0.9999999999999956-0i,0.7071067811865441-0.7071067811865441i,-0+0.9999999999999951i,-0.7071067811865438-0.7071067811865438i,0.9999999999999947+0i,-0.7071067811865436+0.7071067811865436i,0-0.9999999999999942i,0.7071067811865432+0.7071067811865432i,-0.9999999999999938-0i,0.7071067811865429-0.7071067811865429i,-0+0.9999999999999933i,-0.7071067811865426-0.7071067811865426i
1+0i,-0.8314696123025449+0.5555702330196021i,0.3826834323650894-0.9238795325112861i,0.1950903220161281+0.9807852804032293i,-0.7071067811865466-0.7071067811865464i,0.9807852804032287+0.1950903220161277i,-0.9238795325112846+0.3826834323650891i,0.5555702330196005-0.8314696123025431i,3.33066907387547e-16+0.999999999999997i,-0.5555702330196006-0.8314696123025422i,0.9238795325112834+0.3826834323650879i,-0.9807852804032263+0.1950903220161279i,0.707106781186544-0.7071067811865447i,-0.1950903220161268+0.9807852804032259i,-0.3826834323650883-0.9238795325112817i,0.8314696123025409+0.5555702330195986i,-0.999999999999994+6.66133814775092e-16i,0.8314696123025396-0.5555702330195993i,-0.3826834323650866+0.9238795325112807i,-0.1950903220161276-0.9807852804032233i,0.7071067811865428+0.7071067811865417i,-0.9807852804032229-0.1950903220161259i,0.9238795325112789-0.3826834323650875i,-0.5555702330195966+0.8314696123025385i,-9.99200722162635e-16-0.999999999999991i,0.5555702330195978+0.8314696123025369i,-0.9238795325112781-0.3826834323650851i,0.9807852804032203-0.1950903220161274i,-0.7071067811865394+0.7071067811865409i,0.195090322016125-0.9807852804032201i,0.3826834323650866+0.923879532511276i,-0.8314696123025362-0.5555702330195947i
